"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DNAJC11",2646.14529870705,-0.0725489188188115,0.0411520837474258,-1.76294642244816,0.0779095264319671,0.465753597518217
"MYLIP",499.336151626071,-0.185028707066282,0.0785908793641314,-2.35432799026205,0.0185562296530599,0.243610685711922
"NOX1",40.5300261889528,0.181541990452405,0.239081943548411,0.759329574446282,0.447655430352849,NA
"E2F2",1299.28018843678,-0.0285194472363519,0.054690020570225,-0.521474428771358,0.602036314543549,0.910268253389367
"PSMB1",5336.39626680953,-0.025502555086565,0.0709000671103963,-0.359697192484399,0.719073591786458,0.941272712360103
"SYN1",19.064005836147,-0.0719395859827888,0.390102134479311,-0.184412182411691,0.853690113533187,NA
"JARID2",1658.25349610265,-0.00600816729839142,0.0604498344350642,-0.0993909636732827,0.920827857183113,0.985453784206943
"CDKL5",398.57130798403,0.0298076116669415,0.0952028540109921,0.313095778236857,0.754207896453288,0.950347982006761
"CDK11A",47.8882475831128,0.0939784014496924,0.206905846834783,0.454208534400361,0.649678740965836,NA
"NADK",2960.80923937815,-0.0505886467931932,0.0385303826078939,-1.31295469624609,0.18919821441228,0.643368057466634
"DLEC1",17.207283952053,0.0729770987073763,0.335212071812064,0.217704267966491,0.82765953808248,NA
"CYTH3",942.201825615311,-0.032539064066911,0.0605024215780641,-0.537814243103097,0.590705297814725,0.905360454564179
"ADAM22",912.175115021764,0.0814967958446958,0.073598802786186,1.10731143387555,0.26815930256836,0.724136062225314
"SYPL1",2703.27476881689,-0.0144545954890116,0.0464111075717558,-0.311446898065587,0.75546090591136,0.950545666335392
"CYB561",267.05638472746,-0.0378791619093501,0.102642829830197,-0.369038557997806,0.712098984925679,0.939357199750397
"SPAG9",6149.53310614646,-0.0243278727403223,0.0587751081291443,-0.413914555237696,0.678936683873592,0.932349820852247
"CELSR3",553.41149734315,-0.13777961521654,0.103309178582478,-1.33366286623354,0.182314369765967,0.6343364511399
"AASS",2895.06330213809,-0.10732349890553,0.0611895045912707,-1.75395273458123,0.0794386063923778,0.469869574472896
"SS18L2",371.423210787599,-0.0833018848072396,0.103432317199534,-0.805375796101903,0.420602854568728,0.824573083099394
"MPND",223.241028953466,0.0986044528782308,0.105534531757919,0.934333542166229,0.350131867246678,0.782194738044689
"MGST1",1047.55922343517,0.0398451753358424,0.0687143381246389,0.579866974248787,0.562004328488273,0.896856059644088
"CRY1",1300.79402783765,0.120172094076684,0.0526819629349139,2.28108611338478,0.0225433516994144,0.269796552488225
"NFIX",1526.08800690491,-0.0177059369201726,0.0543293547133596,-0.325900004032603,0.744500012646056,0.948098918909474
